depth_from_m,depth_to_m,borehole_id,layer_number,depth_range,soil_type,uscs_symbol,soil_description,color,spt_n_value,spt_n60,spt_n160,blow_count_int,unit_weight,unit_weight_saturated,moisture_content,plasticity_index,liquid_limit,plastic_limit,fines_content,mean_particle_size_d50,groundwater_depth_m,water_table_at_depth,friction_angle,cohesion_kpa,shear_modulus_mpa,youngs_modulus_mpa,poisson_ratio,pga_g,csr,cyclic_strength_ratio,liquefaction,liquefaction_risk_level,settlement_cm,foundation_width_m,foundation_depth_m,bearing_capacity_kpa,qa_allowable_kpa,effective_overburden_pressure,total_overburden_pressure,relative_density_percent,test_laboratory,observer_name,remarks,location
10.5,12.0,BH-001,8,10.5-12.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,43.1,,,17.7,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
10.5,12.0,BH-001,8,10.5-12.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,33.8,,,20.6,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
10.5,12.0,BH-001,8,10.5-12.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,39.1,,,16.4,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
10.5,12.0,BH-001,8,10.5-12.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,45.4,,,16.6,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
10.5,12.0,BH-001,8,10.5-12.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,39.9,,,17.6,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
10.5,12.0,BH-001,8,10.5-12.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,16.0,,,17.2,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
10.5,12.0,BH-001,8,10.5-12.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,24.9,,,19.7,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
10.5,12.0,BH-001,8,10.5-12.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,16.5,,,19.4,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
10.5,12.0,BH-001,8,10.5-12.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,26.1,,,18.2,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
10.5,12.0,BH-001,8,10.5-12.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,61.7,,,16.7,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
10.5,12.0,BH-001,8,10.5-12.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,44.7,,,18.2,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
10.5,12.0,BH-001,8,10.5-12.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,47.7,,,16.3,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
10.5,12.0,BH-001,8,10.5-12.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,37.6,,,19.1,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
10.5,12.0,BH-001,8,10.5-12.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,30.7,,,17.9,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
10.5,12.0,BH-001,8,10.5-12.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,17.7,,,18.0,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
10.5,12.0,BH-001,8,10.5-12.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,42.4,,,16.5,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
10.5,12.0,BH-001,8,10.5-12.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,10.3,,,17.5,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
10.5,12.0,BH-001,8,10.5-12.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,33.3,,,18.4,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
10.5,12.0,BH-001,8,10.5-12.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,38.5,,,20.3,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
10.5,12.0,BH-001,8,10.5-12.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,39.4,,,16.1,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
12.0,13.5,BH-001,9,12.0-13.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,,,,,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
12.0,13.5,BH-001,9,12.0-13.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,42.6,,,20.0,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
12.0,13.5,BH-001,9,12.0-13.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,23.5,,,18.6,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
12.0,13.5,BH-001,9,12.0-13.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,6.0,,,20.2,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
12.0,13.5,BH-001,9,12.0-13.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,35.8,,,16.4,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
12.0,13.5,BH-001,9,12.0-13.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,27.2,,,18.8,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
12.0,13.5,BH-001,9,12.0-13.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,14.2,,,17.2,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
12.0,13.5,BH-001,9,12.0-13.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,40.7,,,18.1,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
12.0,13.5,BH-001,9,12.0-13.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,6.6,,,16.4,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
12.0,13.5,BH-001,9,12.0-13.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,49.3,,,17.8,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
12.0,13.5,BH-001,9,12.0-13.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,36.1,,,18.3,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
12.0,13.5,BH-001,9,12.0-13.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,45.5,,,16.3,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
12.0,13.5,BH-001,9,12.0-13.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,11.0,,,19.8,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
12.0,13.5,BH-001,9,12.0-13.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,25.3,,,19.7,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
12.0,13.5,BH-001,9,12.0-13.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,52.4,,,16.6,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
12.0,13.5,BH-001,9,12.0-13.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,45.4,,,19.1,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
12.0,13.5,BH-001,9,12.0-13.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,4.8,,,18.5,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
12.0,13.5,BH-001,9,12.0-13.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,9.8,,,17.5,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
12.0,13.5,BH-001,9,12.0-13.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,32.3,,,20.6,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
12.0,13.5,BH-001,9,12.0-13.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,52.7,,,17.6,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
12.0,13.5,BH-001,9,12.0-13.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,31.0,,,19.8,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
12.0,13.5,BH-001,9,12.0-13.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,45.0,,,19.8,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
12.0,13.5,BH-001,9,12.0-13.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,43.8,,,20.4,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
12.0,13.5,BH-001,9,12.0-13.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,36.5,,,17.5,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
12.0,13.5,BH-001,9,12.0-13.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,37.3,,,16.1,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
12.0,13.5,BH-001,9,12.0-13.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,38.5,,,19.7,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
13.5,15.0,BH-001,10,13.5-15.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,,,,,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
13.5,15.0,BH-001,10,13.5-15.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,9.8,,,19.2,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
13.5,15.0,BH-001,10,13.5-15.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,43.5,,,20.3,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
